Portfolio WBS,Description,Quantity,UOM,BAC,BAC Rate,Final Qty (AQ),Final Cost (AC),Final Rate,PQ,PV,AQ,AC,EV,Date,Project Name,Start,End
53,Cut to Spoil,7825.0,m3,129418.15,16.5390607028754,7825.0,308767.9830000002,39.45916932907348,7825.0,129418.15000000001,7649.0,305562.6330000002,126507.27531629392,2012-09-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
53,Cut to Spoil,7825.0,m3,129418.15,16.5390607028754,7825.0,308767.9830000002,39.45916932907348,7825.0,129418.15000000001,7825.0,308767.9830000002,129418.15,2012-10-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
53,Cut to Spoil,7825.0,m3,129418.15,16.5390607028754,7825.0,308767.9830000002,39.45916932907348,7825.0,129418.15000000001,7825.0,308767.9830000002,129418.15,2012-11-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
57,Remove & Replace unsuitable,2605.0,m3,138016.51749999996,52.98138867562378,2605.0,215667.31699999992,82.8641074856046,0.0,0.0,0.0,0.0,0.0,2011-10-01,P024 - P06 Urban Road Reconstruction,2012-02-01,2012-09-01
57,Remove & Replace unsuitable,2605.0,m3,138016.51749999996,52.98138867562378,2605.0,215667.31699999992,82.8641074856046,0.0,0.0,0.0,0.0,0.0,2011-11-01,P024 - P06 Urban Road Reconstruction,2012-02-01,2012-09-01
57,Remove & Replace unsuitable,2605.0,m3,138016.51749999996,52.98138867562378,2605.0,215667.31699999992,82.8641074856046,0.0,0.0,0.0,0.0,0.0,2011-12-01,P024 - P06 Urban Road Reconstruction,2012-02-01,2012-09-01
57,Remove & Replace unsuitable,2605.0,m3,138016.51749999996,52.98138867562378,2605.0,215667.31699999992,82.8641074856046,0.0,0.0,0.0,0.0,0.0,2012-01-01,P024 - P06 Urban Road Reconstruction,2012-02-01,2012-09-01
57,Remove & Replace unsuitable,2605.0,m3,138016.51749999996,52.98138867562378,2605.0,215667.31699999992,82.8641074856046,20.0,1059.6277735124756,20.0,0.0,1059.6277735124756,2012-02-01,P024 - P06 Urban Road Reconstruction,2012-02-01,2012-09-01
57,Remove & Replace unsuitable,2605.0,m3,138016.51749999996,52.98138867562378,2605.0,215667.31699999992,82.8641074856046,20.0,1059.6277735124756,20.0,0.0,1059.6277735124756,2012-03-01,P024 - P06 Urban Road Reconstruction,2012-02-01,2012-09-01
57,Remove & Replace unsuitable,2605.0,m3,138016.51749999996,52.98138867562378,2605.0,215667.31699999992,82.8641074856046,960.0,50862.133128598834,960.0,42660.383749999986,50862.133128598834,2012-04-01,P024 - P06 Urban Road Reconstruction,2012-02-01,2012-09-01
57,Remove & Replace unsuitable,2605.0,m3,138016.51749999996,52.98138867562378,2605.0,215667.31699999992,82.8641074856046,1795.0,95101.5926727447,1795.0,81882.51849999993,95101.5926727447,2012-05-01,P024 - P06 Urban Road Reconstruction,2012-02-01,2012-09-01
57,Remove & Replace unsuitable,2605.0,m3,138016.51749999996,52.98138867562378,2605.0,215667.31699999992,82.8641074856046,1805.0,95631.40655950093,1805.0,81882.51849999993,95631.40655950093,2012-06-01,P024 - P06 Urban Road Reconstruction,2012-02-01,2012-09-01
57,Remove & Replace unsuitable,2605.0,m3,138016.51749999996,52.98138867562378,2605.0,215667.31699999992,82.8641074856046,2444.0,129486.51392322453,2444.0,146832.57349999994,129486.51392322453,2012-07-01,P024 - P06 Urban Road Reconstruction,2012-02-01,2012-09-01
57,Remove & Replace unsuitable,2605.0,m3,138016.51749999996,52.98138867562378,2605.0,215667.31699999992,82.8641074856046,2605.0,138016.51749999996,2605.0,206533.2719999999,138016.51749999996,2012-08-01,P024 - P06 Urban Road Reconstruction,2012-02-01,2012-09-01
57,Remove & Replace unsuitable,2605.0,m3,138016.51749999996,52.98138867562378,2605.0,215667.31699999992,82.8641074856046,2605.0,138016.51749999996,2605.0,215667.31699999992,138016.51749999996,2012-09-01,P024 - P06 Urban Road Reconstruction,2012-02-01,2012-09-01
57,Remove & Replace unsuitable,2605.0,m3,138016.51749999996,52.98138867562378,2605.0,215667.31699999992,82.8641074856046,2605.0,138016.51749999996,2605.0,215667.31699999992,138016.51749999996,2012-10-01,P024 - P06 Urban Road Reconstruction,2012-02-01,2012-09-01
57,Remove & Replace unsuitable,2605.0,m3,138016.51749999996,52.98138867562378,2605.0,215667.31699999992,82.8641074856046,2605.0,138016.51749999996,2605.0,215667.31699999992,138016.51749999996,2012-11-01,P024 - P06 Urban Road Reconstruction,2012-02-01,2012-09-01
61,Subgrade Preparation,12767.0,m2,23173.54962323703,1.8151131529127462,12767.0,4390.425,0.34385525182110127,200.0,363.02263058254925,200.0,530.25,363.0226305825492,2011-10-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-08-01
61,Subgrade Preparation,12767.0,m2,23173.54962323703,1.8151131529127462,12767.0,4390.425,0.34385525182110127,935.0,1697.1307979734177,935.0,2080.5,1697.1307979734177,2011-11-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-08-01
61,Subgrade Preparation,12767.0,m2,23173.54962323703,1.8151131529127462,12767.0,4390.425,0.34385525182110127,935.0,1697.1307979734177,935.0,2080.5,1697.1307979734177,2011-12-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-08-01
61,Subgrade Preparation,12767.0,m2,23173.54962323703,1.8151131529127462,12767.0,4390.425,0.34385525182110127,935.0,1697.1307979734177,935.0,2080.5,1697.1307979734177,2012-01-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-08-01
61,Subgrade Preparation,12767.0,m2,23173.54962323703,1.8151131529127462,12767.0,4390.425,0.34385525182110127,2935.0,5327.35710379891,3180.0,2080.5,5772.059826262533,2012-02-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-08-01
61,Subgrade Preparation,12767.0,m2,23173.54962323703,1.8151131529127462,12767.0,4390.425,0.34385525182110127,3725.0,6761.296494599979,5223.333333333334,3667.6250000000005,9480.941035380913,2012-03-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-08-01
61,Subgrade Preparation,12767.0,m2,23173.54962323703,1.8151131529127462,12767.0,4390.425,0.34385525182110127,5000.0,9075.565764563731,5223.333333333334,3667.6250000000005,9480.941035380913,2012-04-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-08-01
61,Subgrade Preparation,12767.0,m2,23173.54962323703,1.8151131529127462,12767.0,4390.425,0.34385525182110127,6500.0,11798.23549393285,9535.0,3667.6250000000005,17307.103913023035,2012-05-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-08-01
61,Subgrade Preparation,12767.0,m2,23173.54962323703,1.8151131529127462,12767.0,4390.425,0.34385525182110127,9000.0,16336.018376214715,10865.0,3667.6250000000005,19721.204406396988,2012-06-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-08-01
61,Subgrade Preparation,12767.0,m2,23173.54962323703,1.8151131529127462,12767.0,4390.425,0.34385525182110127,12767.0,23173.54962323703,11300.0,3667.6250000000005,20510.77862791403,2012-07-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-08-01
61,Subgrade Preparation,12767.0,m2,23173.54962323703,1.8151131529127462,12767.0,4390.425,0.34385525182110127,12767.0,23173.54962323703,12767.0,4390.425,23173.54962323703,2012-08-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-08-01
61,Subgrade Preparation,12767.0,m2,23173.54962323703,1.8151131529127462,12767.0,4390.425,0.34385525182110127,12767.0,23173.54962323703,12767.0,4390.425,23173.54962323703,2012-09-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-08-01
61,Subgrade Preparation,12767.0,m2,23173.54962323703,1.8151131529127462,12767.0,4390.425,0.34385525182110127,12767.0,23173.54962323703,12767.0,4390.425,23173.54962323703,2012-10-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-08-01
61,Subgrade Preparation,12767.0,m2,23173.54962323703,1.8151131529127462,12767.0,4390.425,0.34385525182110127,12767.0,23173.54962323703,12767.0,4390.425,23173.54962323703,2012-11-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-08-01
62,Place & Compact Gravel,11525.0,tonne,282664.28756175045,24.526185471735396,11768.54,382852.62550000066,32.53190285286025,500.0,12263.092735867698,400.0,3990.07,9607.454707610304,2011-10-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
62,Place & Compact Gravel,11525.0,tonne,282664.28756175045,24.526185471735396,11768.54,382852.62550000066,32.53190285286025,1000.0,24526.185471735396,800.0,29107.37999999999,19214.90941522061,2011-11-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
62,Place & Compact Gravel,11525.0,tonne,282664.28756175045,24.526185471735396,11768.54,382852.62550000066,32.53190285286025,1200.0,29431.422566082474,1000.0,44215.20999999999,24018.63676902576,2011-12-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
62,Place & Compact Gravel,11525.0,tonne,282664.28756175045,24.526185471735396,11768.54,382852.62550000066,32.53190285286025,2200.0,53957.60803781787,1900.0,59531.28999999998,45635.409861148946,2012-01-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
62,Place & Compact Gravel,11525.0,tonne,282664.28756175045,24.526185471735396,11768.54,382852.62550000066,32.53190285286025,3000.0,73578.55641520619,2700.0,76785.93999999999,64850.319276369555,2012-02-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
62,Place & Compact Gravel,11525.0,tonne,282664.28756175045,24.526185471735396,11768.54,382852.62550000066,32.53190285286025,4000.0,98104.74188694159,3521.0,110169.11500000006,84569.62006373971,2012-03-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
62,Place & Compact Gravel,11525.0,tonne,282664.28756175045,24.526185471735396,11768.54,382852.62550000066,32.53190285286025,5600.0,137346.63864171822,5100.0,152455.78000000012,122495.04752203138,2012-04-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
62,Place & Compact Gravel,11525.0,tonne,282664.28756175045,24.526185471735396,11768.54,382852.62550000066,32.53190285286025,8500.0,208472.57650975086,6810.0,194475.97750000012,163566.91639706542,2012-05-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
62,Place & Compact Gravel,11525.0,tonne,282664.28756175045,24.526185471735396,11768.54,382852.62550000066,32.53190285286025,9500.0,232998.76198148626,7830.0,229892.64850000007,188065.9259014717,2012-06-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
62,Place & Compact Gravel,11525.0,tonne,282664.28756175045,24.526185471735396,11768.54,382852.62550000066,32.53190285286025,11000.0,269788.04018908937,9070.0,260952.62350000013,217849.03549506364,2012-07-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
62,Place & Compact Gravel,11525.0,tonne,282664.28756175045,24.526185471735396,11768.54,382852.62550000066,32.53190285286025,11525.0,282664.28756175045,10060.0,333157.83550000045,241627.48589639916,2012-08-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
62,Place & Compact Gravel,11525.0,tonne,282664.28756175045,24.526185471735396,11768.54,382852.62550000066,32.53190285286025,11525.0,282664.28756175045,11768.54,382852.62550000066,282664.28756175045,2012-09-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
62,Place & Compact Gravel,11525.0,tonne,282664.28756175045,24.526185471735396,11768.54,382852.62550000066,32.53190285286025,11525.0,282664.28756175045,11768.54,382852.62550000066,282664.28756175045,2012-10-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
62,Place & Compact Gravel,11525.0,tonne,282664.28756175045,24.526185471735396,11768.54,382852.62550000066,32.53190285286025,11525.0,282664.28756175045,11768.54,382852.62550000066,282664.28756175045,2012-11-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
63,Trim All Layers,15532.0,m2,39993.78932163867,2.5749284909630874,15532.0,86275.34799999995,5.554661344321401,240.0,617.982837831141,240.0,0.0,617.982837831141,2011-10-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
63,Trim All Layers,15532.0,m2,39993.78932163867,2.5749284909630874,15532.0,86275.34799999995,5.554661344321401,240.0,617.982837831141,240.0,4226.710000000001,617.982837831141,2011-11-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
63,Trim All Layers,15532.0,m2,39993.78932163867,2.5749284909630874,15532.0,86275.34799999995,5.554661344321401,1122.0,2889.069766860584,1122.0,4226.710000000001,2889.069766860584,2011-12-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
63,Trim All Layers,15532.0,m2,39993.78932163867,2.5749284909630874,15532.0,86275.34799999995,5.554661344321401,1122.0,2889.069766860584,1122.0,4226.710000000001,2889.069766860584,2012-01-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
63,Trim All Layers,15532.0,m2,39993.78932163867,2.5749284909630874,15532.0,86275.34799999995,5.554661344321401,1122.0,2889.069766860584,1122.0,7927.910000000003,2889.069766860584,2012-02-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
63,Trim All Layers,15532.0,m2,39993.78932163867,2.5749284909630874,15532.0,86275.34799999995,5.554661344321401,3522.0,9068.898145171994,1122.0,14756.620000000003,2889.069766860584,2012-03-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
63,Trim All Layers,15532.0,m2,39993.78932163867,2.5749284909630874,15532.0,86275.34799999995,5.554661344321401,4467.599999999999,11503.750526226688,1122.0,30773.57000000001,2889.069766860584,2012-04-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
63,Trim All Layers,15532.0,m2,39993.78932163867,2.5749284909630874,15532.0,86275.34799999995,5.554661344321401,7800.0,20084.442229512082,7785.599999999999,36702.470000000016,20047.36325924221,2012-05-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
63,Trim All Layers,15532.0,m2,39993.78932163867,2.5749284909630874,15532.0,86275.34799999995,5.554661344321401,9000.0,23174.356418667787,9486.0,46879.84500000003,24425.77166527585,2012-06-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
63,Trim All Layers,15532.0,m2,39993.78932163867,2.5749284909630874,15532.0,86275.34799999995,5.554661344321401,10500.0,27036.74915511242,10465.199999999999,47698.995000000024,26947.141643626896,2012-07-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
63,Trim All Layers,15532.0,m2,39993.78932163867,2.5749284909630874,15532.0,86275.34799999995,5.554661344321401,15532.0,39993.78932163867,12639.6,66733.096,32546.06615437704,2012-08-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
63,Trim All Layers,15532.0,m2,39993.78932163867,2.5749284909630874,15532.0,86275.34799999995,5.554661344321401,15532.0,39993.78932163867,15532.0,86275.34799999995,39993.78932163867,2012-09-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
63,Trim All Layers,15532.0,m2,39993.78932163867,2.5749284909630874,15532.0,86275.34799999995,5.554661344321401,15532.0,39993.78932163867,15532.0,86275.34799999995,39993.78932163867,2012-10-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
63,Trim All Layers,15532.0,m2,39993.78932163867,2.5749284909630874,15532.0,86275.34799999995,5.554661344321401,15532.0,39993.78932163867,15532.0,86275.34799999995,39993.78932163867,2012-11-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-09-01
64,Sweep & Prime / Primer seal or Seal,12767.0,m2,152157.33749999997,11.918018132685829,12767.0,274290.025,10.058066891203884,200.0,2383.603626537166,200.0,1377.5,2383.6036265371654,2011-10-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
64,Sweep & Prime / Primer seal or Seal,12767.0,m2,152157.33749999997,11.918018132685829,12767.0,274290.025,10.058066891203884,200.0,2383.603626537166,200.0,1377.5,2383.6036265371654,2011-11-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
64,Sweep & Prime / Primer seal or Seal,12767.0,m2,152157.33749999997,11.918018132685829,12767.0,274290.025,10.058066891203884,935.0,11143.34695406125,935.0,10775.265000000001,11143.346954061248,2011-12-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
64,Sweep & Prime / Primer seal or Seal,12767.0,m2,152157.33749999997,11.918018132685829,12767.0,274290.025,10.058066891203884,935.0,11143.34695406125,935.0,10775.265000000001,11143.346954061248,2012-01-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
64,Sweep & Prime / Primer seal or Seal,12767.0,m2,152157.33749999997,11.918018132685829,12767.0,274290.025,10.058066891203884,935.0,11143.34695406125,935.0,10775.265000000001,11143.346954061248,2012-02-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
64,Sweep & Prime / Primer seal or Seal,12767.0,m2,152157.33749999997,11.918018132685829,12767.0,274290.025,10.058066891203884,2935.0,34979.38321943291,935.0,10775.265000000001,11143.346954061248,2012-03-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
64,Sweep & Prime / Primer seal or Seal,12767.0,m2,152157.33749999997,11.918018132685829,12767.0,274290.025,10.058066891203884,3723.0,44370.78150798934,935.0,10775.265000000001,11143.346954061248,2012-04-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
64,Sweep & Prime / Primer seal or Seal,12767.0,m2,152157.33749999997,11.918018132685829,12767.0,274290.025,10.058066891203884,6500.0,77467.11786245789,6488.0,72009.515,77324.10164486566,2012-05-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
64,Sweep & Prime / Primer seal or Seal,12767.0,m2,152157.33749999997,11.918018132685829,12767.0,274290.025,10.058066891203884,7500.0,89385.13599514372,7905.0,79412.515,94211.93333888147,2012-06-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
64,Sweep & Prime / Primer seal or Seal,12767.0,m2,152157.33749999997,11.918018132685829,12767.0,274290.025,10.058066891203884,8750.0,104282.658661001,8721.0,86553.345,103937.0361351531,2012-07-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
64,Sweep & Prime / Primer seal or Seal,12767.0,m2,152157.33749999997,11.918018132685829,12767.0,274290.025,10.058066891203884,12767.0,152157.33749999997,10533.0,198423.96500000003,125532.48499157981,2012-08-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
64,Sweep & Prime / Primer seal or Seal,12767.0,m2,152157.33749999997,11.918018132685829,12767.0,274290.025,10.058066891203884,12767.0,152157.33749999997,12767.0,274117.525,152157.33749999997,2012-09-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
64,Sweep & Prime / Primer seal or Seal,12767.0,m2,152157.33749999997,11.918018132685829,12767.0,274290.025,10.058066891203884,12767.0,152157.33749999997,12767.0,274290.025,152157.33749999997,2012-10-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
64,Sweep & Prime / Primer seal or Seal,12767.0,m2,152157.33749999997,11.918018132685829,12767.0,274290.025,10.058066891203884,12767.0,152157.33749999997,12767.0,274290.025,152157.33749999997,2012-11-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-10-01
65,Asphalt,1335.3,tonne,374978.967,280.820015726803,1335.96,261664.12900000004,305.05603461181477,0.0,0.0,0.0,0.0,0.0,2011-10-01,P024 - P06 Urban Road Reconstruction,2012-05-01,2012-10-01
65,Asphalt,1335.3,tonne,374978.967,280.820015726803,1335.96,261664.12900000004,305.05603461181477,0.0,0.0,0.0,0.0,0.0,2011-11-01,P024 - P06 Urban Road Reconstruction,2012-05-01,2012-10-01
65,Asphalt,1335.3,tonne,374978.967,280.820015726803,1335.96,261664.12900000004,305.05603461181477,0.0,0.0,0.0,0.0,0.0,2011-12-01,P024 - P06 Urban Road Reconstruction,2012-05-01,2012-10-01
65,Asphalt,1335.3,tonne,374978.967,280.820015726803,1335.96,261664.12900000004,305.05603461181477,0.0,0.0,0.0,0.0,0.0,2012-01-01,P024 - P06 Urban Road Reconstruction,2012-05-01,2012-10-01
65,Asphalt,1335.3,tonne,374978.967,280.820015726803,1335.96,261664.12900000004,305.05603461181477,0.0,0.0,0.0,0.0,0.0,2012-02-01,P024 - P06 Urban Road Reconstruction,2012-05-01,2012-10-01
65,Asphalt,1335.3,tonne,374978.967,280.820015726803,1335.96,261664.12900000004,305.05603461181477,0.0,0.0,0.0,0.0,0.0,2012-03-01,P024 - P06 Urban Road Reconstruction,2012-05-01,2012-10-01
65,Asphalt,1335.3,tonne,374978.967,280.820015726803,1335.96,261664.12900000004,305.05603461181477,0.0,0.0,0.0,0.0,0.0,2012-04-01,P024 - P06 Urban Road Reconstruction,2012-05-01,2012-10-01
65,Asphalt,1335.3,tonne,374978.967,280.820015726803,1335.96,261664.12900000004,305.05603461181477,400.0,112328.0062907212,355.0,108392.669,99641.85550839845,2012-05-01,P024 - P06 Urban Road Reconstruction,2012-05-01,2012-10-01
65,Asphalt,1335.3,tonne,374978.967,280.820015726803,1335.96,261664.12900000004,305.05603461181477,400.0,112328.0062907212,355.0,108392.669,99641.85550839845,2012-06-01,P024 - P06 Urban Road Reconstruction,2012-05-01,2012-10-01
65,Asphalt,1335.3,tonne,374978.967,280.820015726803,1335.96,261664.12900000004,305.05603461181477,900.0,252738.01415412268,824.0,251275.169,231281.37729273332,2012-07-01,P024 - P06 Urban Road Reconstruction,2012-05-01,2012-10-01
65,Asphalt,1335.3,tonne,374978.967,280.820015726803,1335.96,261664.12900000004,305.05603461181477,1335.3,374978.967,1125.0,251275.169,315766.4435125303,2012-08-01,P024 - P06 Urban Road Reconstruction,2012-05-01,2012-10-01
65,Asphalt,1335.3,tonne,374978.967,280.820015726803,1335.96,261664.12900000004,305.05603461181477,1335.3,374978.967,1326.0,258529.919,372183.3814201024,2012-09-01,P024 - P06 Urban Road Reconstruction,2012-05-01,2012-10-01
65,Asphalt,1335.3,tonne,374978.967,280.820015726803,1335.96,261664.12900000004,305.05603461181477,1335.3,374978.967,1335.96,261664.12900000004,374978.967,2012-10-01,P024 - P06 Urban Road Reconstruction,2012-05-01,2012-10-01
65,Asphalt,1335.3,tonne,374978.967,280.820015726803,1335.96,261664.12900000004,305.05603461181477,1335.3,374978.967,1335.96,261664.12900000004,374978.967,2012-11-01,P024 - P06 Urban Road Reconstruction,2012-05-01,2012-10-01
66,Linemarking,1.0,item,20487.654320987655,20487.654320987655,1.0,4773.75,4774.0,0.0,0.0,0.0,0.0,0.0,2011-10-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-11-01
66,Linemarking,1.0,item,20487.654320987655,20487.654320987655,1.0,4773.75,4774.0,0.0,0.0,0.0,0.0,0.0,2011-11-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-11-01
66,Linemarking,1.0,item,20487.654320987655,20487.654320987655,1.0,4773.75,4774.0,0.0,0.0,0.0,0.0,0.0,2011-12-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-11-01
66,Linemarking,1.0,item,20487.654320987655,20487.654320987655,1.0,4773.75,4774.0,0.0,0.0,0.0,0.0,0.0,2012-01-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-11-01
66,Linemarking,1.0,item,20487.654320987655,20487.654320987655,1.0,4773.75,4774.0,0.0,0.0,0.0,0.0,0.0,2012-02-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-11-01
66,Linemarking,1.0,item,20487.654320987655,20487.654320987655,1.0,4773.75,4774.0,0.0,0.0,0.0,0.0,0.0,2012-03-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-11-01
66,Linemarking,1.0,item,20487.654320987655,20487.654320987655,1.0,4773.75,4774.0,0.0,0.0,0.0,0.0,0.0,2012-04-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-11-01
66,Linemarking,1.0,item,20487.654320987655,20487.654320987655,1.0,4773.75,4774.0,0.0,0.0,0.0,0.0,0.0,2012-05-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-11-01
66,Linemarking,1.0,item,20487.654320987655,20487.654320987655,1.0,4773.75,4774.0,0.0,0.0,0.0,0.0,0.0,2012-06-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-11-01
66,Linemarking,1.0,item,20487.654320987655,20487.654320987655,1.0,4773.75,4774.0,0.0,0.0,0.0,0.0,0.0,2012-07-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-11-01
66,Linemarking,1.0,item,20487.654320987655,20487.654320987655,1.0,4773.75,4774.0,1.0,20487.654320987655,0.0,0.0,0.0,2012-08-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-11-01
66,Linemarking,1.0,item,20487.654320987655,20487.654320987655,1.0,4773.75,4774.0,1.0,20487.654320987655,0.45,2153.0,9219.444444444445,2012-09-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-11-01
66,Linemarking,1.0,item,20487.654320987655,20487.654320987655,1.0,4773.75,4774.0,1.0,20487.654320987655,0.45,2153.0,9219.444444444445,2012-10-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-11-01
66,Linemarking,1.0,item,20487.654320987655,20487.654320987655,1.0,4773.75,4774.0,1.0,20487.654320987655,1.0,4773.75,20487.654320987655,2012-11-01,P024 - P06 Urban Road Reconstruction,2011-10-01,2012-11-01
67,Install Road Furniture,1.0,item,8210.0,8210.0,1.0,2520.95,2521.0,0.0,0.0,0.0,0.0,0.0,2011-10-01,P024 - P06 Urban Road Reconstruction,2012-04-01,2012-09-01
67,Install Road Furniture,1.0,item,8210.0,8210.0,1.0,2520.95,2521.0,0.0,0.0,0.0,0.0,0.0,2011-11-01,P024 - P06 Urban Road Reconstruction,2012-04-01,2012-09-01
67,Install Road Furniture,1.0,item,8210.0,8210.0,1.0,2520.95,2521.0,0.0,0.0,0.0,0.0,0.0,2011-12-01,P024 - P06 Urban Road Reconstruction,2012-04-01,2012-09-01
67,Install Road Furniture,1.0,item,8210.0,8210.0,1.0,2520.95,2521.0,0.0,0.0,0.0,0.0,0.0,2012-01-01,P024 - P06 Urban Road Reconstruction,2012-04-01,2012-09-01
67,Install Road Furniture,1.0,item,8210.0,8210.0,1.0,2520.95,2521.0,0.0,0.0,0.0,0.0,0.0,2012-02-01,P024 - P06 Urban Road Reconstruction,2012-04-01,2012-09-01
67,Install Road Furniture,1.0,item,8210.0,8210.0,1.0,2520.95,2521.0,0.0,0.0,0.0,0.0,0.0,2012-03-01,P024 - P06 Urban Road Reconstruction,2012-04-01,2012-09-01
67,Install Road Furniture,1.0,item,8210.0,8210.0,1.0,2520.95,2521.0,0.5,4105.0,0.1,415.45000000000005,821.0,2012-04-01,P024 - P06 Urban Road Reconstruction,2012-04-01,2012-09-01
67,Install Road Furniture,1.0,item,8210.0,8210.0,1.0,2520.95,2521.0,0.5,4105.0,0.1,415.45000000000005,821.0,2012-05-01,P024 - P06 Urban Road Reconstruction,2012-04-01,2012-09-01
67,Install Road Furniture,1.0,item,8210.0,8210.0,1.0,2520.95,2521.0,0.5,4105.0,0.25,945.7,2052.5,2012-06-01,P024 - P06 Urban Road Reconstruction,2012-04-01,2012-09-01
67,Install Road Furniture,1.0,item,8210.0,8210.0,1.0,2520.95,2521.0,0.5,4105.0,0.5,1563.2,4105.0,2012-07-01,P024 - P06 Urban Road Reconstruction,2012-04-01,2012-09-01
67,Install Road Furniture,1.0,item,8210.0,8210.0,1.0,2520.95,2521.0,1.0,8210.0,0.5,1563.2,4105.0,2012-08-01,P024 - P06 Urban Road Reconstruction,2012-04-01,2012-09-01
67,Install Road Furniture,1.0,item,8210.0,8210.0,1.0,2520.95,2521.0,1.0,8210.0,1.0,2520.95,8210.0,2012-09-01,P024 - P06 Urban Road Reconstruction,2012-04-01,2012-09-01
