Portfolio WBS,Description,Quantity,UOM,BAC,BAC Rate,Final Qty (AQ),Final Cost (AC),Final Rate,PQ,PV,AQ,AC,EV,Date,Project Name,Start,End
41,Demolition works,0.0,item ,0.0,0.0,1.0,1682.9,1682.9,0.0,0.0,0.0,0.0,0.0,2014-10-01,P038 - P17 Marina Sub-division,2014-11-01,2014-11-01
41,Demolition works,0.0,item ,0.0,0.0,1.0,1682.9,1682.9,0.0,0.0,1.0,1682.9,0.0,2014-11-01,P038 - P17 Marina Sub-division,2014-11-01,2014-11-01
41,Demolition works,0.0,item ,0.0,0.0,1.0,1682.9,1682.9,0.0,0.0,1.0,1682.9,0.0,2014-12-01,P038 - P17 Marina Sub-division,2014-11-01,2014-11-01
41,Demolition works,0.0,item ,0.0,0.0,1.0,1682.9,1682.9,0.0,0.0,1.0,1682.9,0.0,2015-01-01,P038 - P17 Marina Sub-division,2014-11-01,2014-11-01
41,Demolition works,0.0,item ,0.0,0.0,1.0,1682.9,1682.9,0.0,0.0,1.0,1682.9,0.0,2015-02-01,P038 - P17 Marina Sub-division,2014-11-01,2014-11-01
41,Demolition works,0.0,item ,0.0,0.0,1.0,1682.9,1682.9,0.0,0.0,1.0,1682.9,0.0,2015-03-01,P038 - P17 Marina Sub-division,2014-11-01,2014-11-01
41,Demolition works,0.0,item ,0.0,0.0,1.0,1682.9,1682.9,0.0,0.0,1.0,1682.9,0.0,2015-04-01,P038 - P17 Marina Sub-division,2014-11-01,2014-11-01
41,Demolition works,0.0,item ,0.0,0.0,1.0,1682.9,1682.9,0.0,0.0,1.0,1682.9,0.0,2015-05-01,P038 - P17 Marina Sub-division,2014-11-01,2014-11-01
52,Stockpile to Fill,677.0,cum  ,10200.133333333335,15.06666666666667,677.0,14016.515,20.703862629246675,0.0,0.0,0.0,0.0,0.0,2014-04-01,P038 - P17 Marina Sub-division,2014-05-01,2014-09-01
52,Stockpile to Fill,677.0,cum  ,10200.133333333335,15.06666666666667,677.0,14016.515,20.703862629246675,200.0,3013.333333333334,0.0,0.0,0.0,2014-05-01,P038 - P17 Marina Sub-division,2014-05-01,2014-09-01
52,Stockpile to Fill,677.0,cum  ,10200.133333333335,15.06666666666667,677.0,14016.515,20.703862629246675,677.0,10200.133333333335,150.0,3376.775,2260.0000000000005,2014-06-01,P038 - P17 Marina Sub-division,2014-05-01,2014-09-01
52,Stockpile to Fill,677.0,cum  ,10200.133333333335,15.06666666666667,677.0,14016.515,20.703862629246675,677.0,10200.133333333335,480.0,9955.04,7232.000000000001,2014-07-01,P038 - P17 Marina Sub-division,2014-05-01,2014-09-01
52,Stockpile to Fill,677.0,cum  ,10200.133333333335,15.06666666666667,677.0,14016.515,20.703862629246675,677.0,10200.133333333335,677.0,13641.515,10200.133333333335,2014-08-01,P038 - P17 Marina Sub-division,2014-05-01,2014-09-01
52,Stockpile to Fill,677.0,cum  ,10200.133333333335,15.06666666666667,677.0,14016.515,20.703862629246675,677.0,10200.133333333335,677.0,14016.515,10200.133333333335,2014-09-01,P038 - P17 Marina Sub-division,2014-05-01,2014-09-01
52,Stockpile to Fill,677.0,cum  ,10200.133333333335,15.06666666666667,677.0,14016.515,20.703862629246675,677.0,10200.133333333335,677.0,14016.515,10200.133333333335,2014-10-01,P038 - P17 Marina Sub-division,2014-05-01,2014-09-01
52,Stockpile to Fill,677.0,cum  ,10200.133333333335,15.06666666666667,677.0,14016.515,20.703862629246675,677.0,10200.133333333335,677.0,14016.515,10200.133333333335,2014-11-01,P038 - P17 Marina Sub-division,2014-05-01,2014-09-01
52,Stockpile to Fill,677.0,cum  ,10200.133333333335,15.06666666666667,677.0,14016.515,20.703862629246675,677.0,10200.133333333335,677.0,14016.515,10200.133333333335,2014-12-01,P038 - P17 Marina Sub-division,2014-05-01,2014-09-01
52,Stockpile to Fill,677.0,cum  ,10200.133333333335,15.06666666666667,677.0,14016.515,20.703862629246675,677.0,10200.133333333335,677.0,14016.515,10200.133333333335,2015-01-01,P038 - P17 Marina Sub-division,2014-05-01,2014-09-01
52,Stockpile to Fill,677.0,cum  ,10200.133333333335,15.06666666666667,677.0,14016.515,20.703862629246675,677.0,10200.133333333335,677.0,14016.515,10200.133333333335,2015-02-01,P038 - P17 Marina Sub-division,2014-05-01,2014-09-01
52,Stockpile to Fill,677.0,cum  ,10200.133333333335,15.06666666666667,677.0,14016.515,20.703862629246675,677.0,10200.133333333335,677.0,14016.515,10200.133333333335,2015-03-01,P038 - P17 Marina Sub-division,2014-05-01,2014-09-01
52,Stockpile to Fill,677.0,cum  ,10200.133333333335,15.06666666666667,677.0,14016.515,20.703862629246675,677.0,10200.133333333335,677.0,14016.515,10200.133333333335,2015-04-01,P038 - P17 Marina Sub-division,2014-05-01,2014-09-01
52,Stockpile to Fill,677.0,cum  ,10200.133333333335,15.06666666666667,677.0,14016.515,20.703862629246675,677.0,10200.133333333335,677.0,14016.515,10200.133333333335,2015-05-01,P038 - P17 Marina Sub-division,2014-05-01,2014-09-01
53,Cut to Spoil,0.0,cum  ,1320.4158082037834,26.408316164075668,50.0,11469.48,229.3896,0.0,0.0,0.0,0.0,0.0,2014-04-01,P038 - P17 Marina Sub-division,2014-08-01,2014-10-01
53,Cut to Spoil,0.0,cum  ,1320.4158082037834,26.408316164075668,50.0,11469.48,229.3896,0.0,0.0,0.0,0.0,0.0,2014-05-01,P038 - P17 Marina Sub-division,2014-08-01,2014-10-01
53,Cut to Spoil,0.0,cum  ,1320.4158082037834,26.408316164075668,50.0,11469.48,229.3896,0.0,0.0,0.0,0.0,0.0,2014-06-01,P038 - P17 Marina Sub-division,2014-08-01,2014-10-01
53,Cut to Spoil,0.0,cum  ,1320.4158082037834,26.408316164075668,50.0,11469.48,229.3896,0.0,0.0,0.0,0.0,0.0,2014-07-01,P038 - P17 Marina Sub-division,2014-08-01,2014-10-01
53,Cut to Spoil,0.0,cum  ,1320.4158082037834,26.408316164075668,50.0,11469.48,229.3896,0.0,0.0,40.0,4498.07,1056.3326465630269,2014-08-01,P038 - P17 Marina Sub-division,2014-08-01,2014-10-01
53,Cut to Spoil,0.0,cum  ,1320.4158082037834,26.408316164075668,50.0,11469.48,229.3896,0.0,1320.4158082037834,40.0,10658.615,1056.3326465630269,2014-09-01,P038 - P17 Marina Sub-division,2014-08-01,2014-10-01
53,Cut to Spoil,0.0,cum  ,1320.4158082037834,26.408316164075668,50.0,11469.48,229.3896,0.0,1320.4158082037834,50.0,11469.48,1320.4158082037834,2014-10-01,P038 - P17 Marina Sub-division,2014-08-01,2014-10-01
53,Cut to Spoil,0.0,cum  ,1320.4158082037834,26.408316164075668,50.0,11469.48,229.3896,0.0,1320.4158082037834,50.0,11469.48,1320.4158082037834,2014-11-01,P038 - P17 Marina Sub-division,2014-08-01,2014-10-01
53,Cut to Spoil,0.0,cum  ,1320.4158082037834,26.408316164075668,50.0,11469.48,229.3896,0.0,1320.4158082037834,50.0,11469.48,1320.4158082037834,2014-12-01,P038 - P17 Marina Sub-division,2014-08-01,2014-10-01
53,Cut to Spoil,0.0,cum  ,1320.4158082037834,26.408316164075668,50.0,11469.48,229.3896,0.0,1320.4158082037834,50.0,11469.48,1320.4158082037834,2015-01-01,P038 - P17 Marina Sub-division,2014-08-01,2014-10-01
53,Cut to Spoil,0.0,cum  ,1320.4158082037834,26.408316164075668,50.0,11469.48,229.3896,0.0,1320.4158082037834,50.0,11469.48,1320.4158082037834,2015-02-01,P038 - P17 Marina Sub-division,2014-08-01,2014-10-01
53,Cut to Spoil,0.0,cum  ,1320.4158082037834,26.408316164075668,50.0,11469.48,229.3896,0.0,1320.4158082037834,50.0,11469.48,1320.4158082037834,2015-03-01,P038 - P17 Marina Sub-division,2014-08-01,2014-10-01
53,Cut to Spoil,0.0,cum  ,1320.4158082037834,26.408316164075668,50.0,11469.48,229.3896,0.0,1320.4158082037834,50.0,11469.48,1320.4158082037834,2015-04-01,P038 - P17 Marina Sub-division,2014-08-01,2014-10-01
53,Cut to Spoil,0.0,cum  ,1320.4158082037834,26.408316164075668,50.0,11469.48,229.3896,0.0,1320.4158082037834,50.0,11469.48,1320.4158082037834,2015-05-01,P038 - P17 Marina Sub-division,2014-08-01,2014-10-01
54,Cut to Stockpile,1000.0,cum  ,10548.387096774193,4.219354838709677,2500.0,36701.549999999996,14.680619999999998,0.0,0.0,0.0,0.0,0.0,2014-04-01,P038 - P17 Marina Sub-division,2014-05-01,2014-12-01
54,Cut to Stockpile,1000.0,cum  ,10548.387096774193,4.219354838709677,2500.0,36701.549999999996,14.680619999999998,350.0,3691.9354838709673,0.0,0.0,0.0,2014-05-01,P038 - P17 Marina Sub-division,2014-05-01,2014-12-01
54,Cut to Stockpile,1000.0,cum  ,10548.387096774193,4.219354838709677,2500.0,36701.549999999996,14.680619999999998,1000.0,10548.387096774193,0.0,355.99,0.0,2014-06-01,P038 - P17 Marina Sub-division,2014-05-01,2014-12-01
54,Cut to Stockpile,1000.0,cum  ,10548.387096774193,4.219354838709677,2500.0,36701.549999999996,14.680619999999998,1000.0,10548.387096774193,50.0,1040.93,210.96774193548387,2014-07-01,P038 - P17 Marina Sub-division,2014-05-01,2014-12-01
54,Cut to Stockpile,1000.0,cum  ,10548.387096774193,4.219354838709677,2500.0,36701.549999999996,14.680619999999998,1000.0,10548.387096774193,1200.0,15035.49,5063.225806451613,2014-08-01,P038 - P17 Marina Sub-division,2014-05-01,2014-12-01
54,Cut to Stockpile,1000.0,cum  ,10548.387096774193,4.219354838709677,2500.0,36701.549999999996,14.680619999999998,1000.0,10548.387096774193,1400.0,20480.44,5907.096774193548,2014-09-01,P038 - P17 Marina Sub-division,2014-05-01,2014-12-01
54,Cut to Stockpile,1000.0,cum  ,10548.387096774193,4.219354838709677,2500.0,36701.549999999996,14.680619999999998,1000.0,10548.387096774193,2400.0,35521.274999999994,10126.451612903225,2014-10-01,P038 - P17 Marina Sub-division,2014-05-01,2014-12-01
54,Cut to Stockpile,1000.0,cum  ,10548.387096774193,4.219354838709677,2500.0,36701.549999999996,14.680619999999998,1000.0,10548.387096774193,2400.0,35806.274999999994,10126.451612903225,2014-11-01,P038 - P17 Marina Sub-division,2014-05-01,2014-12-01
54,Cut to Stockpile,1000.0,cum  ,10548.387096774193,4.219354838709677,2500.0,36701.549999999996,14.680619999999998,1000.0,10548.387096774193,2500.0,36701.549999999996,10548.387096774193,2014-12-01,P038 - P17 Marina Sub-division,2014-05-01,2014-12-01
54,Cut to Stockpile,1000.0,cum  ,10548.387096774193,4.219354838709677,2500.0,36701.549999999996,14.680619999999998,1000.0,10548.387096774193,2500.0,36701.549999999996,10548.387096774193,2015-01-01,P038 - P17 Marina Sub-division,2014-05-01,2014-12-01
54,Cut to Stockpile,1000.0,cum  ,10548.387096774193,4.219354838709677,2500.0,36701.549999999996,14.680619999999998,1000.0,10548.387096774193,2500.0,36701.549999999996,10548.387096774193,2015-02-01,P038 - P17 Marina Sub-division,2014-05-01,2014-12-01
54,Cut to Stockpile,1000.0,cum  ,10548.387096774193,4.219354838709677,2500.0,36701.549999999996,14.680619999999998,1000.0,10548.387096774193,2500.0,36701.549999999996,10548.387096774193,2015-03-01,P038 - P17 Marina Sub-division,2014-05-01,2014-12-01
54,Cut to Stockpile,1000.0,cum  ,10548.387096774193,4.219354838709677,2500.0,36701.549999999996,14.680619999999998,1000.0,10548.387096774193,2500.0,36701.549999999996,10548.387096774193,2015-04-01,P038 - P17 Marina Sub-division,2014-05-01,2014-12-01
54,Cut to Stockpile,1000.0,cum  ,10548.387096774193,4.219354838709677,2500.0,36701.549999999996,14.680619999999998,1000.0,10548.387096774193,2500.0,36701.549999999996,10548.387096774193,2015-05-01,P038 - P17 Marina Sub-division,2014-05-01,2014-12-01
57,Cut to Fill,0.0,cum  ,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-01,P038 - P17 Marina Sub-division,2014-10-01,2014-10-01
57,Cut to Fill,0.0,cum  ,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-01,P038 - P17 Marina Sub-division,2014-10-01,2014-10-01
57,Cut to Fill,0.0,cum  ,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-06-01,P038 - P17 Marina Sub-division,2014-10-01,2014-10-01
57,Cut to Fill,0.0,cum  ,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-07-01,P038 - P17 Marina Sub-division,2014-10-01,2014-10-01
57,Cut to Fill,0.0,cum  ,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-08-01,P038 - P17 Marina Sub-division,2014-10-01,2014-10-01
57,Cut to Fill,0.0,cum  ,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-09-01,P038 - P17 Marina Sub-division,2014-10-01,2014-10-01
57,Cut to Fill,0.0,cum  ,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,220.0,0.0,2014-10-01,P038 - P17 Marina Sub-division,2014-10-01,2014-10-01
57,Cut to Fill,0.0,cum  ,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,220.0,0.0,2014-11-01,P038 - P17 Marina Sub-division,2014-10-01,2014-10-01
57,Cut to Fill,0.0,cum  ,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,220.0,0.0,2014-12-01,P038 - P17 Marina Sub-division,2014-10-01,2014-10-01
57,Cut to Fill,0.0,cum  ,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,220.0,0.0,2015-01-01,P038 - P17 Marina Sub-division,2014-10-01,2014-10-01
57,Cut to Fill,0.0,cum  ,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,220.0,0.0,2015-02-01,P038 - P17 Marina Sub-division,2014-10-01,2014-10-01
57,Cut to Fill,0.0,cum  ,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,220.0,0.0,2015-03-01,P038 - P17 Marina Sub-division,2014-10-01,2014-10-01
57,Cut to Fill,0.0,cum  ,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,220.0,0.0,2015-04-01,P038 - P17 Marina Sub-division,2014-10-01,2014-10-01
57,Cut to Fill,0.0,cum  ,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,220.0,0.0,2015-05-01,P038 - P17 Marina Sub-division,2014-10-01,2014-10-01
59,"Trim unpaved areas - footpaths, batters, drains etc",9000.0,sqm  ,9925.714285714286,1.102857142857143,9000.0,10847.274999999998,1.2052527777777775,0.0,0.0,0.0,0.0,0.0,2014-04-01,P038 - P17 Marina Sub-division,2014-05-01,2014-11-01
