Portfolio WBS,Quantity,UOM,BAC,BAC Rate,Planned Quantity,Planned Value,Actual Cost,Month,predicted_DT,predicted_RF,predicted_LR,predicted_SVM
63,15532.0,m2,39993.79,2.57,5032.0,12957.04,19034.1,August,18318.04,18300.97,18131.7,16591.2
64,12767.0,m2,152157.34,11.92,735.0,8759.74,9397.76,December,10658.13,11276.72,7486.49,9835.87
64,12767.0,m2,152157.34,11.92,2777.0,33096.34,61234.25,May,62249.6,50421.75,53707.59,52122.41
64,12767.0,m2,152157.34,11.92,1000.0,11918.02,7403.0,June,10658.13,7899.08,1810.47,7910.22
64,12767.0,m2,152157.34,11.92,1250.0,14897.52,7140.83,July,10658.13,10452.5,5237.41,9345.24
64,12767.0,m2,152157.34,11.92,4017.0,47874.68,111870.62,August,77534.32,92071.34,114294.92,83468.06
65,1335.3,tonne,374978.97,280.82,400.0,112328.01,108392.67,May,54283.13,58928.88,74647.95,55993.94
65,1335.3,tonne,374978.97,280.82,500.0,140410.01,142882.5,July,112816.37,98422.61,120794.62,99751.65
67,1.0,item,8210.0,8210.0,0.5,4105.0,415.45,April,3057.01,1243.56,-975.61,1630.43
68,3335.0,m2,47402.51,14.21,985.0,14000.44,13611.9,April,10658.13,13475.75,16214.53,12674.0
68,3335.0,m2,47402.51,14.21,2350.0,33402.07,32482.18,June,25708.8,30037.94,37622.29,28270.14
71,2278.0,m,104574.58,45.91,250.0,11476.58,3547.1,November,6137.31,5465.57,2770.46,4273.52
71,2278.0,m,104574.58,45.91,292.0,13404.64,164.63,February,6137.31,2820.71,-914.55,2535.5
71,2278.0,m,104574.58,45.91,76.0,3488.88,20321.28,March,3058.72,3322.5,2169.77,1499.3
71,2278.0,m,104574.58,45.91,506.0,23228.59,11521.81,April,6137.31,10189.57,8431.85,7534.07
71,2278.0,m,104574.58,45.91,56.0,2570.75,3953.75,May,3058.72,3930.97,2418.88,2523.54
71,2278.0,m,104574.58,45.91,339.0,15562.24,5308.15,June,6137.31,4835.28,2152.76,3907.35
71,2278.0,m,104574.58,45.91,759.0,34842.89,9919.33,July,5841.9,18370.69,21119.02,12654.07
72,5.63,m3,5599.75,994.63,5.63,5599.75,3860.0,December,5795.74,4854.38,3433.62,4467.91
73,1069.0,m2,11417.79,10.68,120.0,1281.7,4300.0,February,1824.94,4555.49,5672.57,3982.5
73,1069.0,m2,11417.79,10.68,140.0,1495.31,7468.37,May,6869.26,6994.81,7885.16,7557.76
73,1069.0,m2,11417.79,10.68,140.0,1495.31,7158.17,June,6869.26,6048.26,6977.7,6559.14
73,1069.0,m2,11417.79,10.68,350.0,3738.28,4511.38,July,2472.03,4199.89,4544.35,3763.25
73,1069.0,m2,11417.79,10.68,319.0,3407.18,4505.0,August,2472.03,4806.61,5354.39,4281.19
75,300.0,m,3000.0,10.0,90.0,900.0,2715.72,November,1153.96,3049.26,3292.6,1894.06
75,300.0,m,3000.0,10.0,30.0,300.0,936.78,January,958.97,962.7,605.59,270.05
75,300.0,m,3000.0,10.0,20.0,200.0,565.6,February,1103.31,807.32,592.42,362.56
75,300.0,m,3000.0,10.0,10.0,100.0,312.6,March,1153.96,1190.77,1574.5,397.85
75,300.0,m,3000.0,10.0,27.0,270.0,154.05,May,1153.96,1368.98,1005.95,1160.88
75,300.0,m,3000.0,10.0,71.0,710.0,494.9,July,958.97,1081.58,920.27,286.99
75,300.0,m,3000.0,10.0,52.0,520.0,2076.28,August,1824.94,1843.39,1755.96,1177.3
81,66.6,m,29529.98,443.39,30.42,13488.02,8579.52,January,5629.51,7465.24,8653.55,6196.21
81,66.6,m,29529.98,443.39,21.06,9337.86,6648.45,March,5629.51,6209.46,7769.41,5223.55
85,19.0,each,73110.0,3847.89,2.0,7695.79,1993.52,January,1405.82,3774.61,3114.31,2016.56
85,19.0,each,73110.0,3847.89,3.0,11543.68,906.3,March,1405.82,3191.65,2370.36,1636.94
85,19.0,each,73110.0,3847.89,1.0,3847.89,2722.4,April,3058.72,4199.1,2965.75,2945.32
85,19.0,each,73110.0,3847.89,6.0,23087.37,3947.39,May,5554.16,7410.19,5934.79,6538.04
85,19.0,each,73110.0,3847.89,5.0,19239.47,282.8,July,1405.82,4355.6,2887.13,2558.89
86,1.0,item,17380.0,17380.0,1.0,17380.0,41840.0,September,2514.97,2250.78,-4425.17,2038.3
87,2803.0,m,113589.22,40.52,500.0,20262.08,11174.72,November,25708.8,13798.39,11422.05,15681.62
87,2803.0,m,113589.22,40.52,500.0,20262.08,10956.82,February,25708.8,11284.71,8179.16,13995.34
87,2803.0,m,113589.22,40.52,400.0,16209.66,4611.4,March,1449.61,5123.36,4898.96,2129.17
87,2803.0,m,113589.22,40.52,400.0,16209.66,3674.9,May,1449.61,5887.67,5283.42,3269.94
87,2803.0,m,113589.22,40.52,600.0,24314.49,11883.13,June,25708.8,13560.2,11426.32,15566.92
87,2803.0,m,113589.22,40.52,403.0,16331.24,467.5,July,1449.61,3708.36,2203.37,1232.59
103,1.0,item,282302.4,282302.4,0.15,42345.36,42177.1,March,54283.13,46336.14,46578.1,45869.7
103,1.0,item,282302.4,282302.4,0.1,28230.24,30116.4,April,14412.59,20417.02,14860.99,16653.94
103,1.0,item,282302.4,282302.4,0.25,70575.6,78370.0,May,54283.13,71698.93,82678.6,63478.05
103,1.0,item,282302.4,282302.4,0.1,28230.24,45328.0,June,14412.59,31287.43,33356.53,23649.58
103,1.0,item,282302.4,282302.4,0.1,28230.24,10910.0,July,14412.59,19800.09,14951.59,15978.24
103,1.0,item,282302.4,282302.4,0.3,84690.72,73016.0,August,54283.13,69744.18,78142.3,61993.3
121,3005.0,m2,14478.48,4.82,3005.0,14478.48,388.85,August,2852.72,8226.9,-193.62,5750.16
141,2217.0,hrs,195102.96,88.0,220.0,19360.69,777.7,November,6137.31,3217.97,-1450.91,4117.25
141,2217.0,hrs,195102.96,88.0,220.0,19360.69,282.8,December,6137.31,5226.08,2493.68,5157.96
141,2217.0,hrs,195102.96,88.0,220.0,19360.69,1025.15,February,6137.31,5229.95,2476.61,5357.24
141,2217.0,hrs,195102.96,88.0,220.0,19360.69,1033.97,March,6137.31,3101.9,-523.15,3753.48
141,2217.0,hrs,195102.96,88.0,220.0,19360.69,2970.15,April,6137.31,5302.41,1456.45,5469.42
141,2217.0,hrs,195102.96,88.0,220.0,19360.69,9262.15,May,6137.31,6596.47,4187.1,6659.62
141,2217.0,hrs,195102.96,88.0,220.0,19360.69,690.6,June,6137.31,2806.84,-1224.91,3822.68
141,2217.0,hrs,195102.96,88.0,220.0,19360.69,6360.95,July,6137.31,5097.7,2200.17,5060.27
141,2217.0,hrs,195102.96,88.0,87.0,7656.27,7577.44,August,6137.31,8300.85,8465.0,7043.41
151,11050.0,m,55250.0,5.0,1000.0,5000.0,1454.0,May,1449.61,3383.65,213.99,1455.43
151,11050.0,m,55250.0,5.0,2000.0,10000.0,202.05,July,1449.61,6943.79,5384.1,3100.02
181,202.4,m,44837.17,221.53,39.6,8772.49,5611.4,February,11719.06,7242.95,6935.38,7647.92
221,1885.0,tonne,29725.0,15.77,1500.0,23653.85,31333.73,April,22048.5,26020.57,31128.89,23731.72
222,40080.0,m2,147054.81,3.67,2200.0,8071.87,12203.3,January,10658.13,11660.69,8976.11,9027.23
222,40080.0,m2,147054.81,3.67,3500.0,12841.61,19995.8,February,10658.13,13789.6,11685.16,10482.62
222,40080.0,m2,147054.81,3.67,2500.0,9172.58,18921.25,March,10658.13,15773.6,15905.14,11591.33
222,40080.0,m2,147054.81,3.67,17000.0,62373.55,17781.01,April,50751.9,37394.84,29158.6,37625.36
222,40080.0,m2,147054.81,3.67,7000.0,25683.23,19154.6,May,36035.78,26611.04,23205.42,26940.23
222,40080.0,m2,147054.81,3.67,4580.0,16804.17,24006.1,June,4191.71,21013.07,24003.01,13105.37
222,40080.0,m2,147054.81,3.67,1500.0,5503.55,1474.0,August,6156.67,4529.58,-800.33,3111.49
902,42.0,weeks,120282.22,2863.86,4.0,11455.45,9186.15,November,11320.57,11366.35,10492.12,11047.49
902,42.0,weeks,120282.22,2863.86,4.0,11455.45,4308.6,December,11320.57,7907.82,5775.44,8553.5
902,42.0,weeks,120282.22,2863.86,4.0,11455.45,6498.81,January,11320.57,8286.36,6099.91,8846.47
902,42.0,weeks,120282.22,2863.86,4.0,11455.45,9263.49,February,11320.57,8840.0,7229.16,9353.02
902,42.0,weeks,120282.22,2863.86,4.0,11455.45,13931.14,March,11320.57,13052.97,14276.05,11849.34
902,42.0,weeks,120282.22,2863.86,4.0,11455.45,13284.85,April,11320.57,12820.01,12400.08,11991.81
902,42.0,weeks,120282.22,2863.86,4.0,11455.45,14074.76,May,11320.57,11804.35,11471.25,11688.55
902,42.0,weeks,120282.22,2863.86,4.0,11455.45,13572.09,June,11320.57,12996.3,13951.99,12072.68
902,42.0,weeks,120282.22,2863.86,4.0,11455.45,15048.58,July,11320.57,12635.26,13175.41,11595.55
902,42.0,weeks,120282.22,2863.86,4.0,11455.45,16372.68,August,11320.57,13648.73,14582.97,12379.15
903,42.0,weeks,52500.0,1250.0,4.0,5000.0,1969.64,November,3058.72,3147.45,2433.82,2812.3
903,42.0,weeks,52500.0,1250.0,4.0,5000.0,1552.0,January,3058.72,1513.6,332.87,1546.35
903,42.0,weeks,52500.0,1250.0,4.0,5000.0,1564.8,February,3058.72,1616.22,747.53,1761.27
903,42.0,weeks,52500.0,1250.0,4.0,5000.0,125.0,April,3058.72,1199.29,-1048.01,1557.02
903,42.0,weeks,52500.0,1250.0,4.0,5000.0,1457.5,May,3058.72,2248.2,1294.23,2588.7
903,42.0,weeks,52500.0,1250.0,4.0,5000.0,1437.2,June,3058.72,1422.4,578.08,1668.16
903,42.0,weeks,52500.0,1250.0,4.0,5000.0,1320.0,July,3058.72,1370.88,291.9,1391.16
903,42.0,weeks,52500.0,1250.0,4.0,5000.0,1364.0,August,3058.72,1580.52,425.89,1655.01
904,1.0,item,32500.0,32500.0,0.75,24375.0,18281.81,November,29134.33,16056.66,14981.96,19649.5
904,1.0,item,32500.0,32500.0,0.25,8125.0,1657.44,July,2795.89,3223.74,3293.01,2519.07
907,1.0,item,18700.0,18700.0,0.1,1870.0,139.8,November,2681.29,803.51,-455.54,1321.66
907,1.0,item,18700.0,18700.0,0.1,1870.0,279.42,February,633.01,790.79,738.08,611.95
907,1.0,item,18700.0,18700.0,0.2,3740.0,3321.4,March,5051.4,3071.0,3484.4,3277.53
907,1.0,item,18700.0,18700.0,0.1,1870.0,2403.8,May,2681.29,1923.82,1604.62,2403.9
907,1.0,item,18700.0,18700.0,0.1,1870.0,693.0,June,633.01,866.17,995.15,692.9
907,1.0,item,18700.0,18700.0,0.3,5610.0,1340.36,August,5051.4,4486.28,4873.97,4374.48
C25,50.0,m3,25033.57,500.67,7.0,3504.7,630.4,June,3058.72,1694.79,577.45,1779.01
C25,50.0,m3,25033.57,500.67,17.5,8761.75,2252.8,July,1849.43,2341.57,1067.97,1678.76
C25,50.0,m3,25033.57,500.67,12.5,6258.39,770.0,August,589.26,1482.47,90.55,808.24
C32,415.6,m3,32767.07,78.84,42.75,3370.53,2700.43,November,3058.72,5565.33,5934.47,4920.43
C32,415.6,m3,32767.07,78.84,5.63,443.89,1428.16,December,1103.31,2604.1,2806.37,2082.89
C32,415.6,m3,32767.07,78.84,9.5,749.01,8034.3,March,2954.94,5547.72,7354.1,4539.87
C32,415.6,m3,32767.07,78.84,110.62,8721.59,6797.8,April,5114.24,6820.32,6415.44,6477.09
C32,415.6,m3,32767.07,78.84,55.0,4336.35,5566.0,May,3058.72,5772.38,6432.79,5429.84
C32,415.6,m3,32767.07,78.84,61.0,4809.41,9785.62,June,3058.72,7550.1,9785.35,6201.39
C32,415.6,m3,32767.07,78.84,94.6,7458.53,7504.11,July,5114.24,7746.62,9101.35,6776.1
CKM,275.0,m3,53069.02,192.98,21.0,4052.54,4036.36,November,3058.72,4805.87,2468.67,3789.25
CKM,275.0,m3,53069.02,192.98,44.0,8491.04,8311.52,February,11719.06,7573.46,5070.55,8311.62
CKM,275.0,m3,53069.02,192.98,35.0,6754.24,8617.14,April,7116.63,8061.17,5976.36,7219.56
CKM,275.0,m3,53069.02,192.98,175.0,33771.2,272.04,June,2744.08,12731.06,12502.94,9358.98
CSA,40.0,tonne,30143.13,753.58,22.0,16578.72,6089.32,April,1849.43,8601.08,9137.82,6524.02
CSA,40.0,tonne,30143.13,753.58,10.0,7535.78,5320.65,May,4719.61,5835.0,5818.24,5807.92
CSS,6.0,m3,0.0,0.0,3.0,0.0,3249.0,November,5326.7,2538.7,1888.84,3249.1
CSS,6.0,m3,0.0,0.0,1.0,0.0,680.94,February,645.88,924.47,1154.83,680.84
CSS,6.0,m3,0.0,0.0,2.0,0.0,181.0,March,1158.64,708.77,1066.05,473.83
QMR,1885.0,tonne,69229.03,36.73,1500.0,55089.41,53387.92,April,46217.61,45029.25,50135.85,44051.0
QMR,1885.0,tonne,69229.03,36.73,300.0,11017.88,10259.02,May,6137.31,13433.36,15454.47,10714.77
QMS,996.0,tonne,15119.56,15.18,100.0,1518.03,1468.82,November,2954.94,2249.24,1029.27,2212.9
QMS,996.0,tonne,15119.56,15.18,50.0,759.01,780.9,January,958.97,1132.99,311.93,648.65
QMS,996.0,tonne,15119.56,15.18,100.0,1518.03,1316.62,February,1824.94,1462.55,784.11,1289.9
QMS,996.0,tonne,15119.56,15.18,130.0,1973.44,1769.18,March,2954.94,2001.53,1687.46,1769.28
QMS,996.0,tonne,15119.56,15.18,150.0,2277.04,1934.92,April,1899.18,2671.55,1445.84,2168.97
QMS,996.0,tonne,15119.56,15.18,120.0,1821.63,1481.3,May,2954.94,2282.51,1326.47,2595.77
QMS,996.0,tonne,15119.56,15.18,130.0,1973.44,2069.22,June,2954.94,1943.51,1361.28,1991.75
QMS,996.0,tonne,15119.56,15.18,158.8,2410.63,317.04,July,1899.18,2714.91,2564.71,1921.76
QMS,996.0,tonne,15119.56,15.18,7.2,109.3,1694.49,August,1103.31,1895.26,1560.26,1244.55
RSM,1339.2,m2,13862.6,10.35,432.0,4471.81,3830.2,November,7179.81,3773.92,2696.53,4422.89
RSM,1339.2,m2,13862.6,10.35,259.2,2683.08,2443.5,April,12590.7,4063.13,1762.36,6292.66
SWC,202.4,m,68168.09,336.8,18.0,6062.38,11100.0,February,6137.31,4775.04,1467.19,4263.11
SWC,202.4,m,68168.09,336.8,159.2,53618.38,49600.0,July,46217.61,40787.23,43654.93,40800.47
SWL,19.0,each,3000.0,157.89,2.0,315.79,279.0,August,645.88,930.3,78.51,278.9
SWP,67.86,m,32433.92,477.95,11.7,5592.06,1778.0,December,3058.72,2812.24,-482.61,1741.84
SWP,67.86,m,32433.92,477.95,37.44,17894.58,5814.0,March,13406.07,7002.55,2683.74,7897.95
SWPC,19.0,each,25742.7,1354.88,17.0,23032.94,11490.03,February,2795.89,8831.31,12921.3,6562.26
SWPC,19.0,each,25742.7,1354.88,2.0,2709.76,1458.3,September,11114.42,3851.87,3919.38,5311.82
11,100.0,hrs,15945.0,312.65,35.0,5580.75,4010.0,May,3058.72,5421.01,6154.63,5118.92
11,100.0,hrs,15945.0,312.65,20.0,3189.0,2445.0,July,3058.72,2330.96,1926.69,2444.9
11,100.0,hrs,15945.0,312.65,15.0,2391.75,600.0,August,3058.72,1256.69,119.85,1863.32
11,100.0,hrs,15945.0,312.65,5.0,797.25,455.0,September,2954.94,1615.59,-372.35,1886.37
12,46.0,item,7390.0,53.94,10.0,1606.52,725.0,August,1103.31,1714.49,1289.96,1133.67
12,46.0,item,7390.0,53.94,10.0,1606.52,5972.5,October,2954.94,4440.58,5456.74,3662.24
12,46.0,item,7390.0,53.94,16.0,2570.43,3477.5,November,3057.01,3720.0,3427.74,3203.96
13,1.0,item,28731.0,28731.0,0.1,2873.1,2239.93,May,1393.55,2142.49,1900.15,2122.69
13,1.0,item,28731.0,28731.0,0.1,2873.1,125.43,July,1393.55,502.14,-311.1,431.78
13,1.0,item,28731.0,28731.0,0.3,8619.3,1319.79,August,5629.51,2326.82,738.32,3179.03
13,1.0,item,28731.0,28731.0,0.15,4309.65,1621.74,September,1654.63,2283.24,814.83,1675.92
13,1.0,item,28731.0,28731.0,0.15,4309.65,1288.51,October,1393.55,1472.25,1138.08,1402.8
13,1.0,item,28731.0,28731.0,0.1,2873.1,1736.96,November,1393.55,1767.29,1020.54,1522.24
52,677.0,cum,10200.13,15.07,477.0,7186.8,3376.78,June,9322.64,7065.3,5325.23,6958.57
53,0.0,cum,1320.42,26.41,0.0,1320.42,6160.54,September,2681.29,5804.97,2488.27,4494.34
59,9000.0,sqm,9925.71,1.1,2000.0,2205.71,2803.89,June,9318.44,2925.6,4926.32,3754.27
59,9000.0,sqm,9925.71,1.1,2000.0,2205.71,2813.59,July,9318.44,2782.18,4494.55,3417.86
59,9000.0,sqm,9925.71,1.1,54000.0,59554.29,3108.05,September,5183.5,12754.05,-1463.5,3108.15
71,443.0,m,16834.0,38.0,443.0,16834.0,78.11,July,1628.04,1321.84,-2023.21,368.74
72,1.0,cum,1900.0,1900.0,1.0,1900.0,532.5,July,409.36,3604.02,3143.7,1586.09
73,466.1,sqm,24991.5,44.94,266.1,14267.84,9330.36,October,14835.1,9353.49,14628.05,10742.31
81,405.2,m,18720.24,46.2,205.2,9480.24,16600.83,May,14835.1,11629.53,13495.05,12270.86
86,11.0,each,6500.0,590.91,4.0,2363.64,5635.2,May,5795.74,4696.95,5329.55,4912.62
86,11.0,each,6500.0,590.91,5.0,2954.55,2455.0,June,5795.74,2744.98,2760.65,3275.55
87,1017.0,m,40568.44,39.89,300.0,11967.09,658.0,May,11719.06,5182.17,2881.27,6269.37
87,1017.0,m,40568.44,39.89,717.0,28601.35,3904.6,June,5841.9,6972.3,5633.18,5480.84
95,16.0,item,69867.9,4366.74,8.0,34933.95,52026.8,May,29134.33,40211.16,52398.34,35707.64
103,27.0,item,107885.13,3995.75,12.0,47948.95,34490.0,June,20347.42,28731.57,31845.03,25159.17
103,27.0,item,107885.13,3995.75,15.0,59936.18,11500.0,July,20347.42,16990.21,11653.6,17561.98
111,456.0,m,34461.24,75.57,200.0,15114.58,17380.0,May,16429.38,16016.75,16656.88,15156.08
121,1.0,item,405473.27,405473.27,0.1,40547.33,9657.14,June,14412.59,19089.77,13338.84,15321.2
121,1.0,item,405473.27,405473.27,0.05,20273.66,11944.89,September,5554.16,17836.13,14067.62,11075.06
121,1.0,item,405473.27,405473.27,0.5,202736.64,51091.13,October,112816.37,65885.53,45867.04,79654.5
121,1.0,item,405473.27,405473.27,0.25,101368.32,184497.47,November,54283.13,41950.15,32436.09,43811.34
123,1.0,item,119853.08,119853.08,0.35,41948.58,3958.35,October,14412.59,12679.14,5141.3,12636.12
123,1.0,item,119853.08,119853.08,0.65,77904.5,5750.0,November,20347.42,16275.93,4566.78,17491.2
131,1.0,item,21670.0,21670.0,1.0,21670.0,427.9,November,10491.91,4995.35,488.77,6562.71
132,677.0,sqm,349020.01,432.49,150.0,77330.87,42453.69,May,54283.13,50372.06,47834.91,49303.33
132,677.0,sqm,349020.01,432.49,175.0,90219.35,79709.6,June,54283.13,62496.52,66142.79,57009.93
132,677.0,sqm,349020.01,432.49,175.0,90219.35,121079.02,July,54283.13,61077.36,63689.74,55848.63
132,677.0,sqm,349020.01,432.49,177.0,91250.43,22235.35,August,54283.13,40279.6,30420.32,42549.46
135,577.0,m,54137.21,93.83,250.0,23456.33,24778.28,May,22048.5,21154.62,23029.51,20415.66
135,577.0,m,54137.21,93.83,200.0,18765.06,14003.4,June,11719.06,11851.67,11828.12,10696.44
135,577.0,m,54137.21,93.83,77.0,7224.55,7825.64,July,11719.06,9696.24,9574.77,8844.78
222,2600.0,sqm,5804.95,0.0,1000.0,2232.67,76.9,June,2472.03,2457.22,846.04,1155.86
901,14.0,weeks,61200.0,9540.77,2.0,8742.86,2530.0,May,5554.16,3563.14,583.75,4214.81
901,14.0,weeks,61200.0,9540.77,2.0,8742.86,3036.0,June,1405.82,3008.94,1257.94,2172.6
901,14.0,weeks,61200.0,9540.77,2.0,8742.86,1081.0,July,1405.82,2527.03,289.86,1617.32
901,14.0,weeks,61200.0,9540.77,2.0,8742.86,1840.0,August,1405.82,3891.18,2253.04,2627.67
901,14.0,weeks,61200.0,9540.77,2.0,8742.86,4439.0,September,5554.16,7046.07,5019.93,5818.82
901,14.0,weeks,61200.0,9540.77,1.0,4371.43,2392.0,October,5051.4,4367.28,2944.49,4175.47
901,14.0,weeks,61200.0,9540.77,1.0,4371.43,6762.0,November,5051.4,4446.15,2318.67,4183.74
902,16.0,weeks,66320.0,2459.03,2.0,8290.0,8290.88,May,11320.57,10444.52,10268.07,10960.43
902,16.0,weeks,66320.0,2459.03,2.0,8290.0,6515.55,June,11320.57,9746.87,9754.97,10122.74
902,16.0,weeks,66320.0,2459.03,2.0,8290.0,5324.4,July,11320.57,10153.83,10195.2,10142.21
902,16.0,weeks,66320.0,2459.03,2.0,8290.0,8607.78,August,11320.57,9570.6,9072.97,9893.39
902,16.0,weeks,66320.0,2459.03,2.0,8290.0,18324.81,September,14917.02,17700.25,19849.53,16128.61
902,16.0,weeks,66320.0,2459.03,2.0,8290.0,17969.85,October,14917.02,17019.11,20318.1,16021.1
902,16.0,weeks,66320.0,2459.03,2.0,8290.0,17481.78,November,11320.57,15998.76,18782.99,14193.93
903,16.0,weeks,12800.0,835.75,2.0,1600.0,22.53,May,1856.64,1821.34,1720.72,2026.9
903,16.0,weeks,12800.0,835.75,2.0,1600.0,1284.5,June,633.01,1155.68,1541.47,827.24
903,16.0,weeks,12800.0,835.75,2.0,1600.0,323.88,July,633.01,754.22,700.86,323.98
903,16.0,weeks,12800.0,835.75,2.0,1600.0,1235.75,August,633.01,1155.11,1137.86,711.49
903,16.0,weeks,12800.0,835.75,2.0,1600.0,470.0,September,1856.64,2242.87,1306.45,1651.41
903,16.0,weeks,12800.0,835.75,2.0,1600.0,1829.01,October,1856.64,1539.72,1740.15,1529.67
903,16.0,weeks,12800.0,835.75,2.0,1600.0,1995.77,November,1856.64,1685.15,1219.8,1580.99
904,1.0,item,23700.0,23700.0,0.05,1185.0,244.32,May,327.58,858.52,761.06,751.81
904,1.0,item,23700.0,23700.0,0.05,1185.0,50.4,June,327.58,371.48,581.64,50.3
904,1.0,item,23700.0,23700.0,0.05,1185.0,136.03,August,327.58,640.88,605.75,109.11
904,1.0,item,23700.0,23700.0,0.05,1185.0,661.2,September,327.58,813.73,-392.04,74.8
905,1.0,item,5000.0,5000.0,0.2,1000.0,3039.66,May,1158.64,2168.08,2642.94,2044.3
905,1.0,item,5000.0,5000.0,0.2,1000.0,238.05,June,1158.64,724.56,948.08,724.34
905,1.0,item,5000.0,5000.0,0.2,1000.0,8.02,August,303.01,393.32,218.56,127.2
905,1.0,item,5000.0,5000.0,0.2,1000.0,111.73,September,609.44,446.94,-1039.04,111.63
906,1.0,item,0.0,0.0,0.1,0.0,1800.0,June,1158.64,1283.61,1664.65,1186.94
906,1.0,item,0.0,0.0,0.15,0.0,1979.54,October,609.44,1567.58,2115.03,1270.26
906,1.0,item,0.0,0.0,0.1,0.0,5071.12,November,609.44,1395.09,1090.96,1116.01
916,600.0,hrs,28800.0,34.02,100.0,4800.0,4127.15,May,3058.72,4526.55,3616.09,4365.58
916,600.0,hrs,28800.0,34.02,100.0,4800.0,3204.0,June,3058.72,3641.83,2806.59,3406.94
916,600.0,hrs,28800.0,34.02,100.0,4800.0,2114.64,July,3058.72,3557.19,2467.94,3108.54
916,600.0,hrs,28800.0,34.02,100.0,4800.0,4015.68,August,3058.72,4271.25,3401.12,3698.54
916,600.0,hrs,28800.0,34.02,50.0,2400.0,7860.48,September,11114.42,6843.31,4631.33,7693.3
916,600.0,hrs,28800.0,34.02,50.0,2400.0,7561.44,October,3058.72,6296.07,7176.33,5153.15
916,600.0,hrs,28800.0,34.02,50.0,2400.0,5639.04,November,3058.72,5418.96,5035.86,4543.29
C20,235.0,cum,46527.59,278.04,52.0,10295.47,16770.6,May,11719.06,13222.52,15528.1,12054.63
C20,235.0,cum,46527.59,278.04,61.0,12077.38,2449.2,June,11719.06,5014.59,2907.65,6395.18
C20,235.0,cum,46527.59,278.04,57.0,11285.42,12267.2,July,11719.06,6123.32,4552.27,6853.14
C20,235.0,cum,46527.59,278.04,65.0,12869.33,855.0,August,7116.63,3420.22,951.43,3824.86
C25,24.87,cum,6884.61,40.57,10.0,2768.13,19068.2,June,5795.74,13408.52,18868.38,9951.37
C25,24.87,cum,6884.61,40.57,14.87,4116.48,3454.2,July,5795.74,12636.15,17283.16,9234.53
ETC,1170.0,m,6278.59,5.37,1000.0,5366.31,6187.74,May,7179.81,7154.44,7289.1,6238.08
ETM,6.0,item,15822.94,2637.16,6.0,15822.94,174.68,May,2514.97,1597.08,34.53,2050.06
QMR,800.0,tonne,42835.87,40.58,177.0,9477.44,2131.18,May,11719.06,14180.87,15714.5,13049.5
QMR,800.0,tonne,42835.87,40.58,213.0,11405.05,28376.44,June,11719.06,21660.78,27925.27,17533.23
QMR,800.0,tonne,42835.87,40.58,210.0,11244.42,13079.96,July,11719.06,13759.95,15222.12,12178.09
QMR,800.0,tonne,42835.87,40.58,200.0,10708.97,680.91,August,7116.63,4464.33,1425.78,4847.18
QMS,687.16,tonne,6947.89,10.87,200.0,2022.2,4314.14,May,3057.01,3905.14,3879.41,3707.77
QMS,687.16,tonne,6947.89,10.87,200.0,2022.2,1949.45,June,3057.01,2299.66,1927.95,2283.09
QMS,687.16,tonne,6947.89,10.87,100.0,1011.1,816.06,July,958.97,1917.23,1747.82,1128.56
QMS,687.16,tonne,6947.89,10.87,87.16,881.29,12513.34,September,6869.26,9344.44,10696.4,7760.52
SWP,507.6,m,42802.17,84.32,400.0,33729.05,8953.67,May,5841.9,14535.48,13560.5,11271.85
SWPC,2.0,each,26170.0,13085.0,2.0,26170.0,22970.0,May,29134.33,18099.22,20509.51,21263.75
11,180.0,hrs,33305.5,185.03,100.0,18503.06,20034.6,October,5114.24,13238.93,16846.0,10681.09
11,180.0,hrs,33305.5,185.03,50.0,9251.53,10352.0,January,13406.07,10948.45,12116.56,11362.95
11,180.0,hrs,33305.5,185.03,15.0,2775.46,3221.7,February,3058.72,3160.95,3181.93,3115.71
11,180.0,hrs,33305.5,185.03,15.0,2775.46,3059.0,March,3058.72,3267.01,3721.86,2956.52
16,8.0,weeks,8000.0,1000.0,1.0,1000.0,900.0,October,609.44,962.0,738.46,900.1
16,8.0,weeks,8000.0,1000.0,4.0,4000.0,3588.0,November,3057.01,3003.64,2308.98,3002.28
16,8.0,weeks,8000.0,1000.0,3.0,3000.0,2826.0,December,3057.01,2877.43,2987.65,2643.16
53,12149.0,m3,236016.49,19.43,3034.0,58940.99,96183.74,October,96278.32,85437.3,99880.2,85551.81
53,12149.0,m3,236016.49,19.43,5581.0,108421.11,91589.28,November,96278.32,89413.43,99003.26,88742.9
53,12149.0,m3,236016.49,19.43,385.0,7479.33,36357.09,December,27472.44,28015.17,31519.94,25915.73
53,12149.0,m3,236016.49,19.43,1878.0,36483.58,67066.62,January,62249.6,61594.48,72632.36,58940.43
53,12149.0,m3,236016.49,19.43,271.0,5264.67,40163.14,February,27472.44,24746.68,26605.79,23969.44
57,2378.0,m3,162992.63,68.54,34.0,2330.42,521.85,October,3058.72,4619.44,1383.97,3334.25
57,2378.0,m3,162992.63,68.54,1581.0,108364.74,22644.53,November,77534.32,72513.73,78298.4,72398.15
57,2378.0,m3,162992.63,68.54,385.0,26388.63,4498.77,December,2744.08,8285.15,4402.1,5740.39
57,2378.0,m3,162992.63,68.54,378.0,25908.84,1233.48,January,2744.08,7029.99,2195.49,4968.34
