Portfolio WBS,Quantity,UOM,BAC,BAC Rate,Planned Quantity,Planned Value,Actual Cost,Month,predicted_DT,predicted_RF,predicted_LR,predicted_SVM
61,25482.0,m2,131922.98,5.18,15000.0,77656.57,2508.3,October,5183.5,11450.71,-2954.54,7679.76
61,25482.0,m2,131922.98,5.18,10482.0,54266.41,728.09,November,5183.5,10550.25,-1162.18,7161.37
62,24591.0,tonne,408944.87,16.63,5650.0,93958.71,16948.92,October,25441.84,22547.37,11021.67,21113.05
62,24591.0,tonne,408944.87,16.63,8250.0,137196.34,40215.53,November,25441.84,51523.11,50459.2,40337.74
62,24591.0,tonne,408944.87,16.63,4401.0,73188.01,15339.1,December,25441.84,20239.3,10124.99,19064.74
62,24591.0,tonne,408944.87,16.63,1000.0,16629.86,5937.01,January,15290.35,11100.45,5202.36,9333.54
62,24591.0,tonne,408944.87,16.63,4190.0,69679.11,29263.79,February,25441.84,27083.32,21409.61,23643.68
63,29554.0,m2,64324.17,2.18,15000.0,32647.44,3857.2,November,5410.44,9928.75,3716.9,6103.06
63,29554.0,m2,64324.17,2.18,8650.0,18826.69,21729.04,December,70121.96,19114.18,7438.35,32550.8
63,29554.0,m2,64324.17,2.18,5904.0,12850.03,5221.98,February,4191.71,8077.02,6647.84,5221.88
64,59019.0,m2,430929.69,7.3,27000.0,197141.63,144776.32,November,112816.37,114336.57,119763.6,107291.75
64,59019.0,m2,430929.69,7.3,16000.0,116824.67,93464.92,December,50751.9,61751.08,63935.73,53417.33
64,59019.0,m2,430929.69,7.3,5000.0,36507.71,22143.48,January,26663.16,32658.73,35503.43,26915.37
64,59019.0,m2,430929.69,7.3,11019.0,80455.69,49097.27,February,50751.9,50007.74,50904.2,45927.62
65,20.0,tonne,25937.5,1296.88,20.0,25937.5,500.6,February,13330.1,4337.07,11754.7,7195.04
67,1.0,item,6094.0,6094.0,0.1,609.4,448.42,October,327.58,523.44,120.11,290.09
67,1.0,item,6094.0,6094.0,0.1,609.4,233.54,November,327.58,362.0,-886.45,142.98
67,1.0,item,6094.0,6094.0,0.5,3047.0,1986.48,December,5795.74,2300.67,1401.27,2897.33
67,1.0,item,6094.0,6094.0,0.0,6094.0,995.39,February,8981.05,3834.57,2719.76,5142.8
72,31.2,m,2200.0,70.51,31.2,2200.0,12781.13,February,5795.74,4171.71,1321.51,3451.06
88,141.0,m3,53447.89,379.06,65.0,24639.1,3205.11,November,2744.08,7211.67,5194.47,5776.61
88,141.0,m3,53447.89,379.06,76.0,28808.79,6265.67,February,2744.08,6470.94,4276.4,5318.38
141,2442.0,hrs,117220.27,48.0,405.0,19440.71,14588.71,October,14917.02,13311.16,14066.33,13714.27
141,2442.0,hrs,117220.27,48.0,740.0,35521.29,24358.63,November,13119.91,21195.93,24274.21,18485.66
141,2442.0,hrs,117220.27,48.0,250.0,12000.44,8247.17,December,6137.31,8761.38,9803.84,7597.76
141,2442.0,hrs,117220.27,48.0,385.0,18480.67,12327.17,January,6137.31,11644.59,13310.96,9622.21
141,2442.0,hrs,117220.27,48.0,420.0,20160.73,13139.49,February,6137.31,12398.93,14554.49,10287.56
141,2442.0,hrs,117220.27,48.0,162.0,7776.28,5128.45,March,6137.31,8182.45,9747.46,7119.44
151,1.0,item,14800.0,14800.0,0.3,4440.0,438.6,October,1899.18,1237.06,-3820.73,877.79
151,1.0,item,14800.0,14800.0,0.1,1480.0,750.0,January,633.01,1047.4,-3749.69,48.03
222,14642.0,m2,26373.6,1.8,9250.0,16661.37,16747.74,November,18318.04,19595.32,14574.77,16907.91
222,14642.0,m2,26373.6,1.8,1250.0,2251.54,9215.42,December,2852.72,7553.02,3750.13,4753.95
222,14642.0,m2,26373.6,1.8,2000.0,3602.46,923.01,January,2852.72,2605.04,-4731.51,1534.7
222,14642.0,m2,26373.6,1.8,2141.0,3856.43,5395.66,February,2852.72,3983.13,-2364.98,2561.52
613,24591.0,tonne,307979.06,12.52,6900.0,86415.99,51448.55,October,50751.9,59925.17,60368.85,53786.76
613,24591.0,tonne,307979.06,12.52,10500.0,131502.59,82141.79,November,50751.9,78623.83,83028.86,66276.45
613,24591.0,tonne,307979.06,12.52,4000.0,50096.22,15059.98,December,50751.9,57902.14,62182.38,51822.23
613,24591.0,tonne,307979.06,12.52,304.0,3807.31,16548.44,January,9318.44,14390.72,8937.66,10325.15
613,24591.0,tonne,307979.06,12.52,1787.0,22380.49,13851.0,February,26663.16,20095.29,11653.73,19768.44
901,14.0,weeks,48000.0,3428.57,4.0,13714.29,16150.0,October,19644.48,17001.6,18743.06,17151.22
901,14.0,weeks,48000.0,3428.57,2.0,6857.14,25125.0,November,19644.48,21186.18,25414.07,19677.9
901,14.0,weeks,48000.0,3428.57,2.0,6857.14,16150.0,December,11719.06,15150.41,18448.16,13039.0
901,14.0,weeks,48000.0,3428.57,2.0,6857.14,12112.5,January,11719.06,13388.13,15380.75,11947.72
901,14.0,weeks,48000.0,3428.57,2.0,6857.14,16150.0,February,11719.06,15143.57,18414.12,13231.35
902,22.0,weeks,49740.0,2260.91,4.0,9043.64,14647.5,October,19644.48,16080.99,17832.9,16973.25
902,22.0,weeks,49740.0,2260.91,4.0,9043.64,16591.5,November,19644.48,15556.82,16251.63,16591.6
902,22.0,weeks,49740.0,2260.91,3.0,6782.73,6390.0,December,11719.06,8138.87,7356.97,9014.08
902,22.0,weeks,49740.0,2260.91,3.0,6782.73,12325.5,January,11719.06,10965.59,11560.32,10890.03
902,22.0,weeks,49740.0,2260.91,4.0,9043.64,9810.0,February,11719.06,9598.87,9385.81,10199.79
902,22.0,weeks,49740.0,2260.91,2.0,4521.82,1710.0,March,3058.72,2407.08,889.66,2523.72
903,20.0,weeks,16345.0,817.25,4.0,3269.0,1683.96,October,3058.72,2143.71,2188.28,2315.07
903,20.0,weeks,16345.0,817.25,4.0,3269.0,2333.55,November,3058.72,2667.55,2267.46,2611.06
903,20.0,weeks,16345.0,817.25,3.0,2451.75,4778.59,December,3058.72,4315.41,5735.86,3402.69
903,20.0,weeks,16345.0,817.25,3.0,2451.75,2847.87,January,3058.72,3382.94,3983.2,2847.97
903,20.0,weeks,16345.0,817.25,4.0,3269.0,5837.63,February,3058.72,4974.65,6662.56,4041.87
903,20.0,weeks,16345.0,817.25,2.0,1634.5,3131.79,March,1856.64,2694.48,3889.14,1931.53
904,1.0,item,18750.0,18750.0,0.5,9375.0,454.8,February,2795.89,4720.75,5948.53,3788.87
905,1.0,item,5000.0,5000.0,0.2,1000.0,692.92,October,609.44,597.22,746.82,541.71
905,1.0,item,5000.0,5000.0,0.2,1000.0,165.44,November,609.44,487.59,-177.67,428.1
905,1.0,item,5000.0,5000.0,0.1,500.0,664.36,December,303.01,539.35,795.95,98.08
905,1.0,item,5000.0,5000.0,0.1,500.0,500.91,January,1158.64,569.29,370.09,433.21
905,1.0,item,5000.0,5000.0,0.2,1000.0,508.21,February,303.01,513.31,673.76,287.96
907,1.0,item,17154.0,17154.0,0.25,4288.5,4487.0,December,5051.4,3903.58,4432.12,3865.15
907,1.0,item,17154.0,17154.0,0.25,4288.5,798.7,January,5051.4,1947.83,1058.18,2648.78
910,1.0,item,18000.0,18000.0,0.25,4500.0,4702.67,December,5051.4,4402.44,5423.08,4095.8
910,1.0,item,18000.0,18000.0,0.25,4500.0,4732.9,February,5051.4,4205.02,5087.09,4164.93
910,1.0,item,18000.0,18000.0,0.5,9000.0,11137.23,March,2795.89,4291.11,5598.06,3377.08
911,360.0,nights,67260.0,186.83,60.0,11210.0,6229.2,October,14917.02,8966.36,6208.85,9754.35
911,360.0,nights,67260.0,186.83,60.0,11210.0,15119.87,November,6137.31,12672.79,13362.32,9362.57
911,360.0,nights,67260.0,186.83,60.0,11210.0,7354.21,December,6137.31,2488.92,-2009.92,2519.99
911,360.0,nights,67260.0,186.83,60.0,11210.0,2853.89,January,6137.31,2962.57,-1534.74,2874.46
911,360.0,nights,67260.0,186.83,60.0,11210.0,328.89,February,6137.31,1861.9,-3026.56,2311.34
911,360.0,nights,67260.0,186.83,30.0,5605.0,327.27,March,3058.72,2865.06,302.39,1661.62
916,700.0,hrs,33600.0,48.0,120.0,5760.0,16087.49,October,19644.48,16242.99,18650.32,16809.12
916,700.0,hrs,33600.0,48.0,120.0,5760.0,18135.79,November,19644.48,16788.25,18763.43,17118.95
916,700.0,hrs,33600.0,48.0,120.0,5760.0,7912.55,December,11719.06,9130.48,9227.64,9431.27
916,700.0,hrs,33600.0,48.0,120.0,5760.0,15684.18,January,11719.06,13199.12,15398.68,12110.25
916,700.0,hrs,33600.0,48.0,120.0,5760.0,5289.58,February,11719.06,9539.73,9852.85,9892.67
916,700.0,hrs,33600.0,48.0,40.0,1920.0,180.0,March,2954.94,2206.32,1099.6,2116.03
